,ONTOLOGY,ONT_DESCRIPTION,FDR,EA_VALUE,sample,GROUP,GROUP_1,GROUP_2,KEGG_up_DOWN,interaction_entry,interaction_name,reaction_entry,reaction_name
259,ec00513,Various types of N-glycan biosynthesis,4.34890992384585e-08,2.2867004676465,FECAL,fecal.CU.6.meses_vs_fecal.EC.6.meses,CU.6.meses,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
260,ec00052,Galactose metabolism,1.14289099344411e-05,1.33021090025295,FECAL,fecal.CU.6.meses_vs_fecal.EC.6.meses,CU.6.meses,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
261,ec00520,Amino sugar and nucleotide sugar metabolism,0.0009446682988514,1.20505192878338,FECAL,fecal.CU.6.meses_vs_fecal.EC.6.meses,CU.6.meses,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
262,ec00550,Peptidoglycan biosynthesis,0.0009589068234921,1.2481197312961,FECAL,fecal.CU.6.meses_vs_fecal.EC.6.meses,CU.6.meses,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
263,ec00511,Other glycan degradation,0.0,2.05592603009422,FECAL,fecal.CU.6.meses_vs_fecal.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
264,ec00531,Glycosaminoglycan degradation,0.0,2.21879684220274,FECAL,fecal.CU.6.meses_vs_fecal.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
265,ec00901,Indole alkaloid biosynthesis,0.0,31.2386538461538,FECAL,fecal.CU.6.meses_vs_fecal.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
266,ec00604,Glycosphingolipid biosynthesis - ganglio series,0.0,2.2050814479638,FECAL,fecal.CU.6.meses_vs_fecal.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
267,ec00600,Sphingolipid metabolism,2.8643754035329e-14,1.95165823408256,FECAL,fecal.CU.6.meses_vs_fecal.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
268,ec00970,Aminoacyl-tRNA biosynthesis,3.7944858366501003e-10,1.36995102362936,FECAL,fecal.CU.6.meses_vs_fecal.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
269,ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,1.86866531772166e-08,1.95644700619408,FECAL,fecal.CU.6.meses_vs_fecal.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
270,ec00511,Other glycan degradation,0.0,2.08066116279882,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
271,ec00531,Glycosaminoglycan degradation,0.0,2.24462651503921,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
272,ec00901,Indole alkaloid biosynthesis,0.0,32.3330015923567,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
273,ec00600,Sphingolipid metabolism,0.0,2.19568307282205,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
274,ec00604,Glycosphingolipid biosynthesis - ganglio series,0.0,2.20081775544613,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
275,ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,8.0675744307257e-08,1.93597463078805,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
276,ec00052,Galactose metabolism,1.87859289648548e-05,1.33271350706486,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
277,ec00513,Various types of N-glycan biosynthesis,3.01313366556644e-05,2.00576932955066,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
278,ec00250,"Alanine, aspartate and glutamate metabolism",6.87510077187111e-05,1.30687281885274,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
279,ec00910,Nitrogen metabolism,0.0002589788936633,1.5864323211203,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
280,ec00511,Other glycan degradation,0.0,2.08066116279882,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
281,ec00531,Glycosaminoglycan degradation,0.0,2.24462651503921,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
282,ec00901,Indole alkaloid biosynthesis,0.0,32.3330015923567,FECAL,fecal.CU.6.meses_vs_fecal.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
283,ec00480,Glutathione metabolism,8.53904256636895e-07,2.0701938889912,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,UP,2,Genetic Information Processing,2.2,Translation
284,ec00970,Aminoacyl-tRNA biosynthesis,8.43253184072967e-05,1.3801937804026,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,UP,2,Genetic Information Processing,2.2,Translation
285,ec00480,Glutathione metabolism,8.53904256636895e-07,2.0701938889912,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
286,ec00970,Aminoacyl-tRNA biosynthesis,8.43253184072967e-05,1.3801937804026,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
287,ec00621,Dioxin degradation,0.001568201757975,4.4551579755723,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
288,ec00620,Pyruvate metabolism,0.0111654989910392,1.34850754831081,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
289,ec00622,Xylene degradation,0.0111654989910392,3.55604446122777,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
290,ec00280,"Valine, leucine and isoleucine degradation",0.031697456851309,1.63909540886592,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
291,ec00405,Phenazine biosynthesis,0.031697456851309,2.3905725722583,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
292,ec00515,Mannose type O-glycan biosynthesis,0.0468786052926187,2.89491277737609,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
293,ec00010,Glycolysis / Gluconeogenesis,0.0959858341106608,1.21625622097352,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
294,ec00230,Purine metabolism,0.0959858341106608,1.13124127045851,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
295,ec00626,Naphthalene degradation,0.0959858341106608,2.19433154020725,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
296,ec00550,Peptidoglycan biosynthesis,0.117864544824298,1.202790937469,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
297,ec00361,Chlorocyclohexane and chlorobenzene degradation,0.117864544824298,2.90410297666935,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
298,ec00592,alpha-Linolenic acid metabolism,0.117864544824298,1.77709230266901,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
299,ec00903,Limonene and pinene degradation,0.117864544824298,2.37608425363856,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
300,ec00520,Amino sugar and nucleotide sugar metabolism,0.117864544824298,1.16982783110642,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
301,ec00830,Retinol metabolism,0.117864544824298,1.99349441618828,FECAL,fecal.CU.6.meses_vs_oral.CU.debut,CU.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
302,ec00280,"Valine, leucine and isoleucine degradation",7.34267873947481e-06,1.79505350686254,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,UP,2,Genetic Information Processing,2.2,Translation
303,ec00480,Glutathione metabolism,7.66148378629206e-05,1.55799986620313,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,UP,2,Genetic Information Processing,2.2,Translation
304,ec00643,Styrene degradation,0.0001255131201996,3.91672177902699,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,UP,2,Genetic Information Processing,2.2,Translation
305,ec00280,"Valine, leucine and isoleucine degradation",7.34267873947481e-06,1.79505350686254,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
306,ec00480,Glutathione metabolism,7.66148378629206e-05,1.55799986620313,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
307,ec00643,Styrene degradation,0.0001255131201996,3.91672177902699,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
308,ec00785,Lipoic acid metabolism,0.0019234717544096,2.13266526187857,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
309,ec00361,Chlorocyclohexane and chlorobenzene degradation,0.0019234717544096,3.55613469460863,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
310,ec00620,Pyruvate metabolism,0.002471106562844,1.25462775299417,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
311,ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.003248360313478,1.60584022692166,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
312,ec00020,Citrate cycle (TCA cycle),0.003248360313478,1.37856881458599,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
313,ec00515,Mannose type O-glycan biosynthesis,0.005198012260159,2.5780953482203,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
314,ec01120,Microbial metabolism in diverse environments,0.005198012260159,1.09302133233105,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
315,ec00072,Synthesis and degradation of ketone bodies,0.0067616914762301,2.26892664001301,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
316,ec00903,Limonene and pinene degradation,0.0067616914762301,2.46872160617459,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
317,ec00073,"Cutin, suberine and wax biosynthesis",0.0118626838050603,4.84927458355723,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
318,ec00930,Caprolactam degradation,0.014549465169544,1.95930286204332,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
319,ec00260,"Glycine, serine and threonine metabolism",0.014549465169544,1.18301893451581,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
320,ec00622,Xylene degradation,0.014549465169544,2.37515489806885,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
321,ec00405,Phenazine biosynthesis,0.0191219937719555,1.86283109002503,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
322,ec00514,Other types of O-glycan biosynthesis,0.0205542496431902,2.70657186059008,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
323,ec00404,Staurosporine biosynthesis,0.024614437167295,4.59404960547527,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
324,ec00230,Purine metabolism,0.0279472095227806,1.09633061014334,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
325,ec01110,Biosynthesis of secondary metabolites,0.0342504246223804,1.04543223395057,FECAL,fecal.CU.6.meses_vs_oral.EC.3.meses,CU.6.meses,EC.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
326,ec00480,Glutathione metabolism,1.11151509329943e-06,1.92806183568981,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
327,ec00620,Pyruvate metabolism,4.19558459308078e-05,1.45855890653757,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
328,ec00970,Aminoacyl-tRNA biosynthesis,0.0001121459676589,1.32449320689512,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
329,ec00480,Glutathione metabolism,1.11151509329943e-06,1.92806183568981,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
330,ec00620,Pyruvate metabolism,4.19558459308078e-05,1.45855890653757,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
331,ec00970,Aminoacyl-tRNA biosynthesis,0.0001121459676589,1.32449320689512,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
332,ec00280,"Valine, leucine and isoleucine degradation",0.0045866000873673,1.7087856506478,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
333,ec00010,Glycolysis / Gluconeogenesis,0.0071781472522025,1.26778993545744,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
334,ec00404,Staurosporine biosynthesis,0.0071781472522025,8.1217792740242,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
335,ec00230,Purine metabolism,0.0071781472522025,1.16346726374598,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
336,ec00020,Citrate cycle (TCA cycle),0.0071781472522025,1.48607286408378,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
337,ec00785,Lipoic acid metabolism,0.0207072810147017,2.15446849851951,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
338,ec00520,Amino sugar and nucleotide sugar metabolism,0.0276889775765785,1.19563944802236,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
339,ec00626,Naphthalene degradation,0.0276889775765785,2.30319113740985,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
340,ec00910,Nitrogen metabolism,0.0355990089822789,1.47223062774855,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
341,ec00405,Phenazine biosynthesis,0.0485011561884439,2.03869865923168,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
342,ec00830,Retinol metabolism,0.0485011561884439,2.09239059262996,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
343,ec00982,Drug metabolism - cytochrome P450,0.0499545595264017,1.91456335243747,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
344,ec00980,Metabolism of xenobiotics by cytochrome P450,0.0559994443829065,1.87729691248735,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
345,ec00290,"Valine, leucine and isoleucine biosynthesis",0.0706524650436156,1.27651954748716,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
346,ec00621,Dioxin degradation,0.0951314830197018,2.33808797282515,FECAL,fecal.CU.6.meses_vs_oral.EC.6.meses,CU.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
347,ec00480,Glutathione metabolism,2.63378501896838e-07,1.63671035973884,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
348,ec00280,"Valine, leucine and isoleucine degradation",2.57420043225931e-06,1.72280491465391,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
349,ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,4.6976778519392e-05,1.74919873476298,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
350,ec00903,Limonene and pinene degradation,5.57644687871617e-05,3.05110818933133,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
351,ec00643,Styrene degradation,0.0001774714408666,3.45764320906366,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
352,ec00361,Chlorocyclohexane and chlorobenzene degradation,0.0004807005947809,3.46276564344746,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
353,ec00480,Glutathione metabolism,2.63378501896838e-07,1.63671035973884,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
354,ec00280,"Valine, leucine and isoleucine degradation",2.57420043225931e-06,1.72280491465391,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
355,ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,4.6976778519392e-05,1.74919873476298,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
356,ec00903,Limonene and pinene degradation,5.57644687871617e-05,3.05110818933133,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
357,ec00643,Styrene degradation,0.0001774714408666,3.45764320906366,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
358,ec00361,Chlorocyclohexane and chlorobenzene degradation,0.0004807005947809,3.46276564344746,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
359,ec00072,Synthesis and degradation of ketone bodies,0.0024344473859887,2.30932500568656,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
360,ec00625,Chloroalkane and chloroalkene degradation,0.0024344473859887,1.88551629677779,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
361,ec00071,Fatty acid degradation,0.0026651265360363,1.55253668409513,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
362,ec00311,Penicillin and cephalosporin biosynthesis,0.0032556135849662,1.98007021136546,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
363,ec00930,Caprolactam degradation,0.0033374125032144,2.0179286966477,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
364,ec00515,Mannose type O-glycan biosynthesis,0.0033374125032144,2.42764485227086,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
365,ec00592,alpha-Linolenic acid metabolism,0.0033374125032144,1.80549737443994,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
366,ec00830,Retinol metabolism,0.0033374125032144,2.03160956916735,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
367,ec00626,Naphthalene degradation,0.0036900380280105,2.05738372041798,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
368,ec00622,Xylene degradation,0.003776712986408,2.44622376695661,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
369,ec00620,Pyruvate metabolism,0.0064733233377019,1.19462733156106,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
370,ec00514,Other types of O-glycan biosynthesis,0.006664546604491,2.78755731583427,FECAL,fecal.CU.6.meses_vs_oral.EC.debut,CU.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
371,ec00480,Glutathione metabolism,3.57634805436824e-06,1.64711535650858,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
372,ec00643,Styrene degradation,0.0001387223791341,3.88195591910309,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
373,ec00361,Chlorocyclohexane and chlorobenzene degradation,0.0001387223791341,4.16540031954553,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
374,ec00625,Chloroalkane and chloroalkene degradation,0.000262492679442,2.20330595986333,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
375,ec00480,Glutathione metabolism,3.57634805436824e-06,1.64711535650858,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
376,ec00643,Styrene degradation,0.0001387223791341,3.88195591910309,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
377,ec00361,Chlorocyclohexane and chlorobenzene degradation,0.0001387223791341,4.16540031954553,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
378,ec00625,Chloroalkane and chloroalkene degradation,0.000262492679442,2.20330595986333,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
379,ec00280,"Valine, leucine and isoleucine degradation",0.0012316494191297,1.56406165844735,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
380,ec00903,Limonene and pinene degradation,0.0013573643468256,2.79635266207253,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
381,ec00626,Naphthalene degradation,0.0013573643468256,2.36724817241681,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
382,ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.0022536380398785,1.61856240379549,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
383,ec00071,Fatty acid degradation,0.0037664853413992,1.59292232000203,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
384,ec00830,Retinol metabolism,0.0038897450693338,2.1505847803651,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
385,ec00592,alpha-Linolenic acid metabolism,0.0042150749906178,1.87020709551529,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
386,ec00311,Penicillin and cephalosporin biosynthesis,0.0042150749906178,2.0415849081503,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
387,ec00550,Peptidoglycan biosynthesis,0.0051962659057247,1.20567270840376,FECAL,fecal.CU.debut_vs_oral.EC.debut,CU.debut,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
